size,drive_T,file_index,trajectory_id,trajectory_seed,split,label,endpoint_order,minimum_order,first_passage_ps,transition_spatial_std,peak_spatial_std,peak_wall_density,diagnostic_time_ps,summary_png
16,0.78,49,49,1151712782098207,train,no_crossing,0.8699387311935425,0.5183248519897461,,0.0,0.10109569132328033,0.0,0.52,L16/drive_0p78T/trajectory_0049.png
16,0.78,50,50,1151712782098208,train,no_crossing,0.8979113101959229,0.3671967387199402,,0.10563546419143677,0.10563546419143677,0.0,0.54,L16/drive_0p78T/trajectory_0050.png
16,0.78,51,51,1151712782098209,train,no_crossing,0.8996436595916748,0.6574053764343262,,0.0,0.102269746363163,0.0,0.5299999999999999,L16/drive_0p78T/trajectory_0051.png
16,0.78,52,52,1151712782098210,train,coherent_like,-0.9803683757781982,-0.9843138456344604,0.6,0.11772697418928146,0.11772697418928146,0.37109375,0.61,L16/drive_0p78T/trajectory_0052.png
16,0.78,53,53,1151712782098211,validation,no_crossing,0.8438887596130371,0.17418374121189117,,0.11752336472272873,0.11752336472272873,0.10546875,0.6699999999999999,L16/drive_0p78T/trajectory_0053.png
16,0.78,54,54,1151712782098212,train,no_crossing,0.9090479016304016,0.5087992548942566,,0.0,0.08404891192913055,0.0,0.5099999999999999,L16/drive_0p78T/trajectory_0054.png
16,0.78,55,55,1151712782098213,train,coherent_like,-0.7696542739868164,-0.9854205846786499,0.5299999999999999,0.11516936123371124,0.11516936123371124,0.3359375,0.5099999999999999,L16/drive_0p78T/trajectory_0055.png
16,0.78,56,56,1151712782098214,train,no_crossing,0.18193867802619934,0.045958034694194794,,0.1427197903394699,0.1427197903394699,0.32421875,0.7699999999999999,L16/drive_0p78T/trajectory_0056.png
16,0.78,57,57,1151712782098215,validation,no_crossing,0.8195680379867554,0.4486340284347534,,0.09577376395463943,0.09577376395463943,0.0,0.54,L16/drive_0p78T/trajectory_0057.png
16,0.78,58,58,1151712782098216,train,coherent_like,-0.8503854274749756,-0.9829436540603638,0.47000000000000003,0.11351003497838974,0.11351003497838974,0.359375,0.48,L16/drive_0p78T/trajectory_0058.png
16,0.78,59,59,1151712782098217,train,no_crossing,0.9059739112854004,0.6205168962478638,,0.0,0.08074473589658737,0.0,0.52,L16/drive_0p78T/trajectory_0059.png
16,0.8,60,60,1151712783098188,train,no_crossing,0.7719707489013672,0.3532542884349823,,0.11652925610542297,0.11652925610542297,0.0078125,0.54,L16/drive_0p80T/trajectory_0060.png
16,0.8,61,61,1151712783098189,train,coherent_like,-0.801150918006897,-0.9743568897247314,0.45999999999999996,0.10998456925153732,0.10998456925153732,0.29296875,0.45,L16/drive_0p80T/trajectory_0061.png
16,0.8,62,62,1151712783098190,train,no_crossing,0.8802106380462646,0.4173762798309326,,0.10817331075668335,0.10817331075668335,0.0,0.5499999999999999,L16/drive_0p80T/trajectory_0062.png
16,0.8,63,63,1151712783098191,train,coherent_like,-0.9586368799209595,-0.98041170835495,0.58,0.11729011684656143,0.11729011684656143,0.33203125,0.5,L16/drive_0p80T/trajectory_0063.png
16,0.8,64,64,1151712783098192,train,coherent_like,-0.9208352565765381,-0.9842296838760376,0.48,0.11217358708381653,0.11217358708381653,0.328125,0.45,L16/drive_0p80T/trajectory_0064.png
16,0.8,65,65,1151712783098193,train,coherent_like,-0.7994513511657715,-0.9772003889083862,0.5299999999999999,0.11238707602024078,0.11238707602024078,0.328125,0.58,L16/drive_0p80T/trajectory_0065.png
16,0.8,66,66,1151712783098194,train,no_crossing,0.7940404415130615,0.4307467043399811,,0.10963708162307739,0.10963708162307739,0.0,0.56,L16/drive_0p80T/trajectory_0066.png
16,0.8,67,67,1151712783098195,validation,coherent_like,-0.9408247470855713,-0.9800982475280762,0.58,0.11996503174304962,0.11996503174304962,0.3125,0.5,L16/drive_0p80T/trajectory_0067.png
16,0.8,68,68,1151712783098196,train,no_crossing,0.6288831233978271,0.102793850004673,,0.10849330574274063,0.10849330574274063,0.2109375,0.68,L16/drive_0p80T/trajectory_0068.png
16,0.8,69,69,1151712783098197,validation,no_crossing,0.8629037141799927,0.6362860202789307,,0.0,0.07744669169187546,0.0,0.52,L16/drive_0p80T/trajectory_0069.png
16,0.8,70,70,1151712783098198,validation,no_crossing,0.8828883767127991,0.2952704131603241,,0.10034599155187607,0.10034599155187607,0.0078125,0.57,L16/drive_0p80T/trajectory_0070.png
16,0.8,71,71,1151712783098199,train,coherent_like,-0.6653674840927124,-0.9829210638999939,0.5099999999999999,0.10815325379371643,0.10815325379371643,0.36328125,0.54,L16/drive_0p80T/trajectory_0071.png
16,0.8,72,72,1151712783098200,train,coherent_like,-0.894991397857666,-0.9834778308868408,0.45,0.1227533370256424,0.1227533370256424,0.2890625,0.45999999999999996,L16/drive_0p80T/trajectory_0072.png
16,0.8,73,73,1151712783098201,train,coherent_like,-0.839400053024292,-0.983191967010498,0.48,0.11569071561098099,0.11569071561098099,0.3125,0.5,L16/drive_0p80T/trajectory_0073.png
16,0.8,74,74,1151712783098202,train,coherent_like,-0.8490311503410339,-0.9773074388504028,0.5499999999999999,0.11183043569326401,0.11183043569326401,0.35546875,0.61,L16/drive_0p80T/trajectory_0074.png
16,0.8,75,75,1151712783098203,train,coherent_like,-0.8157549500465393,-0.9784819483757019,0.57,0.1213473305106163,0.1213473305106163,0.36328125,0.6499999999999999,L16/drive_0p80T/trajectory_0075.png
16,0.8,76,76,1151712783098204,train,coherent_like,-0.5916366577148438,-0.5916366577148438,0.7,0.10926376283168793,0.10926376283168793,0.36328125,0.8,L16/drive_0p80T/trajectory_0076.png
16,0.8,77,77,1151712783098205,train,no_crossing,0.8336213827133179,0.44946491718292236,,0.09421784430742264,0.10571770370006561,0.0,0.54,L16/drive_0p80T/trajectory_0077.png
16,0.8,78,78,1151712783098206,train,coherent_like,-0.733343243598938,-0.9816530346870422,0.5,0.10875906050205231,0.10875906050205231,0.38671875,0.54,L16/drive_0p80T/trajectory_0078.png
16,0.8,79,79,1151712783098207,train,no_crossing,0.599582314491272,0.08200949430465698,,0.12329210340976715,0.12329210340976715,0.26953125,0.7,L16/drive_0p80T/trajectory_0079.png
16,0.8,80,80,1151712783098208,test,coherent_like,-0.7803168296813965,-0.9855329990386963,0.47000000000000003,0.11062510311603546,0.11062510311603546,0.35546875,0.5099999999999999,L16/drive_0p80T/trajectory_0080.png
16,0.8,81,81,1151712783098209,test,no_crossing,0.7727047204971313,0.43429034948349,,0.10323166847229004,0.10323166847229004,0.0,0.5299999999999999,L16/drive_0p80T/trajectory_0081.png
16,0.8,82,82,1151712783098210,train,coherent_like,-0.938123345375061,-0.9820889234542847,0.39,0.1112627238035202,0.1112627238035202,0.2890625,0.34,L16/drive_0p80T/trajectory_0082.png
16,0.8,83,83,1151712783098211,train,coherent_like,-0.9507304430007935,-0.9831364154815674,0.58,0.1390697956085205,0.1390697956085205,0.3125,0.61,L16/drive_0p80T/trajectory_0083.png
16,0.8,84,84,1151712783098212,train,coherent_like,-0.9535682797431946,-0.9735535383224487,0.6,0.11906483769416809,0.11906483769416809,0.35546875,0.5499999999999999,L16/drive_0p80T/trajectory_0084.png
16,0.8,85,85,1151712783098213,test,coherent_like,-0.8036002516746521,-0.9791841506958008,0.5099999999999999,0.10506966710090637,0.10506966710090637,0.3671875,0.57,L16/drive_0p80T/trajectory_0085.png
16,0.8,86,86,1151712783098214,train,coherent_like,-0.768229603767395,-0.9839984774589539,0.52,0.11243730038404465,0.11243730038404465,0.34375,0.56,L16/drive_0p80T/trajectory_0086.png
16,0.8,87,87,1151712783098215,train,coherent_like,-0.8459568023681641,-0.9821776747703552,0.5,0.11012064665555954,0.11012064665555954,0.3671875,0.5499999999999999,L16/drive_0p80T/trajectory_0087.png
16,0.8,88,88,1151712783098216,train,coherent_like,-0.7559984922409058,-0.9831453561782837,0.48,0.12055714428424835,0.12055714428424835,0.3359375,0.49000000000000005,L16/drive_0p80T/trajectory_0088.png
16,0.8,89,89,1151712783098217,train,coherent_like,-0.8127619028091431,-0.9806957244873047,0.5299999999999999,0.11398778855800629,0.11398778855800629,0.30859375,0.56,L16/drive_0p80T/trajectory_0089.png
32,0.7,0,0,69320274597952947,test,no_crossing,0.8737304210662842,0.45705556869506836,,0.09586834907531738,0.09722211956977844,0.0,0.5299999999999999,L32/drive_0p70T/trajectory_0000.png
32,0.7,1,1,69320274597952948,train,coherent_like,-0.4499107301235199,-0.4499107301235199,0.68,0.12320888787508011,0.12320888787508011,0.31640625,0.49000000000000005,L32/drive_0p70T/trajectory_0001.png
32,0.7,2,2,69320274597952949,train,no_crossing,0.8586838841438293,0.5332843065261841,,0.0,0.11887681484222412,0.0,0.5299999999999999,L32/drive_0p70T/trajectory_0002.png
32,0.7,3,3,69320274597952950,train,no_crossing,0.8476316928863525,0.3691389560699463,,0.10633880645036697,0.10633880645036697,0.001953125,0.57,L32/drive_0p70T/trajectory_0003.png
32,0.7,4,4,69320274597952951,train,no_crossing,0.8799721002578735,0.6495909094810486,,0.0,0.09799336642026901,0.0,0.5099999999999999,L32/drive_0p70T/trajectory_0004.png
32,0.7,5,5,69320274597952952,train,no_crossing,0.8697673082351685,0.3177449405193329,,0.11472071707248688,0.11472071707248688,0.00390625,0.56,L32/drive_0p70T/trajectory_0005.png
32,0.7,6,6,69320274597952953,train,no_crossing,0.8667653799057007,0.5024054050445557,,0.0,0.10413986444473267,0.0,0.54,L32/drive_0p70T/trajectory_0006.png
32,0.7,7,7,69320274597952954,train,no_crossing,0.8546721935272217,0.5256693363189697,,0.0,0.11014136672019958,0.0,0.5099999999999999,L32/drive_0p70T/trajectory_0007.png
32,0.7,8,8,69320274597952955,train,no_crossing,0.8425112962722778,0.5267704129219055,,0.0,0.11065327376127243,0.0,0.5299999999999999,L32/drive_0p70T/trajectory_0008.png
32,0.7,9,9,69320274597952956,train,no_crossing,0.5987663865089417,0.12115993350744247,,0.13957077264785767,0.13957077264785767,0.171875,0.6699999999999999,L32/drive_0p70T/trajectory_0009.png
32,0.7,10,10,69320274597952957,validation,no_crossing,0.9070989489555359,0.6298906803131104,,0.0,0.08999490737915039,0.0,0.5099999999999999,L32/drive_0p70T/trajectory_0010.png
32,0.7,11,11,69320274597952958,train,no_crossing,0.8510852456092834,0.4749467074871063,,0.1147526204586029,0.1147526204586029,0.0,0.52,L32/drive_0p70T/trajectory_0011.png
32,0.7,12,12,69320274597952959,train,no_crossing,0.8423057198524475,0.659092903137207,,0.0,0.08037017285823822,0.0,0.5299999999999999,L32/drive_0p70T/trajectory_0012.png
32,0.7,13,13,69320274597952960,test,no_crossing,0.8267709016799927,0.484316349029541,,0.10637438297271729,0.10637438297271729,0.0,0.5299999999999999,L32/drive_0p70T/trajectory_0013.png
32,0.7,14,14,69320274597952961,test,no_crossing,0.8142117857933044,0.5804251432418823,,0.0,0.09295816719532013,0.0,0.5099999999999999,L32/drive_0p70T/trajectory_0014.png
32,0.7,15,15,69320274597952962,train,no_crossing,0.8357779383659363,0.5383963584899902,,0.0,0.1063741147518158,0.0,0.52,L32/drive_0p70T/trajectory_0015.png
32,0.7,16,16,69320274597952963,train,no_crossing,0.8839054703712463,0.4716963469982147,,0.1006491631269455,0.10260724276304245,0.0,0.54,L32/drive_0p70T/trajectory_0016.png
32,0.7,17,17,69320274597952964,train,no_crossing,0.8469738960266113,0.4635869264602661,,0.10371804237365723,0.10371804237365723,0.0,0.5499999999999999,L32/drive_0p70T/trajectory_0017.png
32,0.7,18,18,69320274597952965,train,no_crossing,0.8789864778518677,0.42368847131729126,,0.12490110099315643,0.12490110099315643,0.0,0.54,L32/drive_0p70T/trajectory_0018.png
32,0.7,19,19,69320274597952966,train,no_crossing,0.9023272395133972,0.3548163175582886,,0.11007381975650787,0.11007381975650787,0.0029296875,0.56,L32/drive_0p70T/trajectory_0019.png
32,0.7,20,20,69320274597952967,train,no_crossing,0.904301106929779,0.6231759786605835,,0.0,0.11203104257583618,0.0,0.5099999999999999,L32/drive_0p70T/trajectory_0020.png
32,0.7,21,21,69320274597952968,train,no_crossing,0.8700087070465088,0.5676636099815369,,0.0,0.10052554309368134,0.0,0.5099999999999999,L32/drive_0p70T/trajectory_0021.png
32,0.7,22,22,69320274597952969,train,no_crossing,0.8286412954330444,0.46061939001083374,,0.11045645922422409,0.11045645922422409,0.0,0.54,L32/drive_0p70T/trajectory_0022.png
32,0.7,23,23,69320274597952970,train,no_crossing,0.8850283622741699,0.6312133073806763,,0.0,0.08868132531642914,0.0,0.52,L32/drive_0p70T/trajectory_0023.png
32,0.7,24,24,69320274597952971,validation,no_crossing,0.8909335136413574,0.6239322423934937,,0.0,0.08657635003328323,0.0,0.5,L32/drive_0p70T/trajectory_0024.png
32,0.7,25,25,69320274597952972,train,no_crossing,0.8411846160888672,0.47039544582366943,,0.1043948084115982,0.1043948084115982,0.0,0.5299999999999999,L32/drive_0p70T/trajectory_0025.png
32,0.7,26,26,69320274597952973,validation,no_crossing,0.855850338935852,0.5231666564941406,,0.0,0.10202052444219589,0.0,0.5299999999999999,L32/drive_0p70T/trajectory_0026.png
32,0.7,27,27,69320274597952974,train,no_crossing,0.8291061520576477,0.3962400257587433,,0.10244543105363846,0.10244543105363846,0.001953125,0.54,L32/drive_0p70T/trajectory_0027.png
32,0.7,28,28,69320274597952975,train,no_crossing,0.8666824698448181,0.5404161214828491,,0.0,0.09372340887784958,0.0,0.52,L32/drive_0p70T/trajectory_0028.png
32,0.7,29,29,69320274597952976,train,no_crossing,0.850229799747467,0.5681688785552979,,0.0,0.10518315434455872,0.0,0.5299999999999999,L32/drive_0p70T/trajectory_0029.png
32,0.78,30,30,69320274598952947,train,coherent_like,-0.9739305973052979,-0.981499433517456,0.61,0.1260939985513687,0.1260939985513687,0.3095703125,0.5,L32/drive_0p78T/trajectory_0030.png
32,0.78,31,31,69320274598952948,train,no_crossing,0.9339860081672668,0.2555733919143677,,0.13776414096355438,0.13776414096355438,0.0546875,0.58,L32/drive_0p78T/trajectory_0031.png
32,0.78,32,32,69320274598952949,test,coherent_like,-0.8792564868927002,-0.9766725301742554,0.56,0.12639424204826355,0.12639424204826355,0.30078125,0.5,L32/drive_0p78T/trajectory_0032.png
32,0.78,33,33,69320274598952950,test,coherent_like,-0.810427188873291,-0.9823706150054932,0.54,0.12861217558383942,0.12861217558383942,0.287109375,0.47000000000000003,L32/drive_0p78T/trajectory_0033.png
32,0.78,34,34,69320274598952951,train,coherent_like,-0.9635744690895081,-0.9793367385864258,0.58,0.14279228448867798,0.14279228448867798,0.287109375,0.64,L32/drive_0p78T/trajectory_0034.png
32,0.78,35,35,69320274598952952,train,no_crossing,0.774347722530365,0.13928739726543427,,0.14101487398147583,0.14101487398147583,0.138671875,0.64,L32/drive_0p78T/trajectory_0035.png
32,0.78,36,36,69320274598952953,validation,no_crossing,0.8504438996315002,0.3555922210216522,,0.11522852629423141,0.11522852629423141,0.001953125,0.57,L32/drive_0p78T/trajectory_0036.png
32,0.78,37,37,69320274598952954,train,no_crossing,0.8276772499084473,0.5036284327507019,,0.0,0.10504547506570816,0.0,0.5299999999999999,L32/drive_0p78T/trajectory_0037.png
32,0.78,38,38,69320274598952955,train,no_crossing,0.9569501876831055,0.25556880235671997,,0.12205616384744644,0.12205616384744644,0.0302734375,0.59,L32/drive_0p78T/trajectory_0038.png
32,0.78,39,39,69320274598952956,train,no_crossing,0.854912519454956,0.14139598608016968,,0.129103422164917,0.129103422164917,0.146484375,0.6499999999999999,L32/drive_0p78T/trajectory_0039.png
32,0.78,40,40,69320274598952957,train,coherent_like,-0.7381175756454468,-0.981662392616272,0.52,0.13260705769062042,0.13260705769062042,0.30859375,0.43,L32/drive_0p78T/trajectory_0040.png
32,0.78,41,41,69320274598952958,train,no_crossing,0.8750003576278687,0.33139359951019287,,0.11933988332748413,0.11933988332748413,0.0068359375,0.57,L32/drive_0p78T/trajectory_0041.png
32,0.78,42,42,69320274598952959,train,coherent_like,-0.9405736327171326,-0.9805277585983276,0.59,0.13868102431297302,0.13868102431297302,0.283203125,0.5499999999999999,L32/drive_0p78T/trajectory_0042.png
32,0.78,43,43,69320274598952960,train,coherent_like,-0.9728801250457764,-0.9728801250457764,0.6,0.13786768913269043,0.13786768913269043,0.3056640625,0.69,L32/drive_0p78T/trajectory_0043.png
32,0.78,44,44,69320274598952961,validation,coherent_like,-0.8152629137039185,-0.9804773926734924,0.5299999999999999,0.12148554623126984,0.12148554623126984,0.2900390625,0.6299999999999999,L32/drive_0p78T/trajectory_0044.png
32,0.78,45,45,69320274598952962,validation,no_crossing,0.9322714805603027,0.14341115951538086,,0.14567525684833527,0.14567525684833527,0.14453125,0.61,L32/drive_0p78T/trajectory_0045.png
32,0.78,46,46,69320274598952963,train,no_crossing,0.416387677192688,0.07349323481321335,,0.11780203133821487,0.11780203133821487,0.2509765625,0.7,L32/drive_0p78T/trajectory_0046.png
32,0.78,47,47,69320274598952964,train,coherent_like,-0.9532701969146729,-0.9768480062484741,0.58,0.1357051134109497,0.1357051134109497,0.3310546875,0.6499999999999999,L32/drive_0p78T/trajectory_0047.png
32,0.78,48,48,69320274598952965,train,no_crossing,0.9771363735198975,0.24833038449287415,,0.1103677973151207,0.1103677973151207,0.0185546875,0.61,L32/drive_0p78T/trajectory_0048.png
32,0.78,49,49,69320274598952966,test,coherent_like,-0.9006891250610352,-0.9006891250610352,0.61,0.12011107802391052,0.12011107802391052,0.306640625,0.58,L32/drive_0p78T/trajectory_0049.png
32,0.78,50,50,69320274598952967,train,no_crossing,0.8792992234230042,0.4529265761375427,,0.0961637794971466,0.0961637794971466,0.0,0.5499999999999999,L32/drive_0p78T/trajectory_0050.png
32,0.78,51,51,69320274598952968,train,no_crossing,0.06184101849794388,0.004208995960652828,,0.12758274376392365,0.12758274376392365,0.30078125,0.7699999999999999,L32/drive_0p78T/trajectory_0051.png
32,0.78,52,52,69320274598952969,train,no_crossing,0.9590478539466858,0.1877930611371994,,0.12776508927345276,0.12776508927345276,0.0712890625,0.61,L32/drive_0p78T/trajectory_0052.png
32,0.78,53,53,69320274598952970,train,coherent_like,-0.9671798944473267,-0.9823763370513916,0.58,0.12750454246997833,0.12750454246997833,0.2958984375,0.7,L32/drive_0p78T/trajectory_0053.png
32,0.78,54,54,69320274598952971,train,no_crossing,0.9774326682090759,0.21183067560195923,,0.12722566723823547,0.12722566723823547,0.05859375,0.62,L32/drive_0p78T/trajectory_0054.png
